name	term	lev	seq	value
"innate immune response"	GO:0002227;GO:0002385;GO:0045087;GO:0002251;GO:0098542	4	Pocillopora_acuta_HIv1_PredGene_5760_t	0.016820079444498006
"innate immune response"	GO:0002227;GO:0002385;GO:0045087;GO:0002251;GO:0098542	4	Pocillopora_acuta_HIv1_PredGene_g7039.t1	-0.046859110750456026
"innate immune response"	GO:0002227;GO:0002385;GO:0045087;GO:0002251;GO:0098542	4	Pocillopora_acuta_HIv1_PredGene_g9181.t1	0.4385626681815576
"mRNA 5'-splice site recognition"	GO:0000395	2	Pocillopora_acuta_HIv1_PredGene_g10453.t1	0.14558163806437252
"mRNA 5'-splice site recognition"	GO:0000395	2	Pocillopora_acuta_HIv1_PredGene_g10453.t3	-0.04348713473074949
"mRNA 5'-splice site recognition"	GO:0000395	2	Pocillopora_acuta_HIv1_PredGene_g26130.t1	0.9814127161049071
"embryonic axis specification"	GO:0000578;GO:0009798;GO:0009880	4	Pocillopora_acuta_HIv1_PredGene_g21772.t1	2.063846794072737
"embryonic axis specification"	GO:0000578;GO:0009798;GO:0009880	4	Pocillopora_acuta_HIv1_PredGene_g2778.t1	0.10152047782076777
"embryonic axis specification"	GO:0000578;GO:0009798;GO:0009880	4	Pocillopora_acuta_HIv1_PredGene_g31991.t1	0.274321667712843
"embryonic axis specification"	GO:0000578;GO:0009798;GO:0009880	4	Pocillopora_acuta_HIv1_PredGene_g813.t1	-0.75562372689685
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_15360_t	-0.008115138174924942
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_15455_t	0.1826924475314908
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_17906_t	-0.4658316480596862
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_24225_t	-0.027830533467314966
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_2824_t	0.050887754615846596
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_4518_t	0.14713325944508313
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_9785_t	-0.22097710386058353
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g12040.t1	0.9271956425856942
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g14838.t1	-0.9704154783041374
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g15092.t1	-0.05617486672035764
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g16325.t1	25.891336560369705
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g17021.t1	0.11718617940227741
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g17043.t1	-0.23777866528326008
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g17267.t1	0.06128081323616728
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g18274.t1	0.05802822253455116
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g19199.t1	0.02324190681638879
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g20649.t1	-0.07570637156920795
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g22345.t1	-0.08627953738040837
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g2264.t1	0.0702763835938567
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g2266.t1	-0.5254969113541027
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g22721.t1	0.009952918233330246
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g23094.t1	-0.16069516924813831
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g2607.t1	0.07936077028412382
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g26991.t1	0.08455740566289952
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g26993.t1	0.17253137407770153
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g2751.t1	0.6831842542146979
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g27939.t1	0.07082793043993961
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g29553.t1	-0.06310257776258386
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g30705.t1	-0.2862783067109227
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g31996.t1	0.28334739831493827
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g32485.t1	-0.2249359841622634
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g4466.t1	0.03362352404106104
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g7285.t1	-0.008824220592429625
"peptide biosynthetic process"	GO:0002181;GO:0006412;GO:0043043	4	Pocillopora_acuta_HIv1_PredGene_g819.t1	-0.019845486861160336
