"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-39 0.893054952560643 2 4 "GO:0000002" "mitochondrial genome maintenance" 0.967341088660631
128 0.361012180400319 1 17 "GO:0000003" "reproduction" 0.738760024792706
-135 0.483984297418761 2 9 "GO:0000011" "vacuole inheritance" 0.80403842958278
259 0.177992695155599 4 9 "GO:0000012" "single strand break repair" 0.595518026112963
-238 0.354641089241748 5 5 "GO:0000018;GO:0051052" "regulation of DNA metabolic process" 0.738760024792706
-80 0.757275477883358 3 5 "GO:0000022;GO:0051231" "mitotic spindle elongation" 0.931066290570511
81 0.807154478923504 4 3 "GO:0000023;GO:0005984;GO:0009311" "oligosaccharide metabolic process" 0.948329787024193
-85 0.440228571542913 3 28 "GO:0000027" "ribosomal large subunit assembly" 0.795648464541583
-237 0.138522493670208 4 13 "GO:0000028" "ribosomal small subunit assembly" 0.568044898528478
-302 0.241659484157784 2 5 "GO:0000038" "very long-chain fatty acid metabolic process" 0.677969571776959
-305 0.0133197683289674 3 22 "GO:0000045;GO:1905037" "autophagosome assembly" 0.205406737994483
7 0.977641700945449 4 5 "GO:0000050;GO:0019627;GO:0071941" "urea metabolic process" 0.997762147276354
-199 0.180954586008626 6 15 "GO:0000054;GO:0033750;GO:0071428;GO:0071426;GO:0006405;GO:0006611;GO:0031503;GO:0050658;GO:0051168;GO:0050657;GO:0051236;GO:0006913;GO:0051169;GO:0015931" "RNA export from nucleus" 0.595518026112963
-213 0.327326084565156 3 7 "GO:0000055" "ribosomal large subunit export from nucleus" 0.738760024792706
108 0.518205060626968 5 12 "GO:0000070;GO:0000819;GO:0098813;GO:0007059" "mitotic sister chromatid segregation" 0.807021775973309
319 0.215213649274763 3 5 "GO:0000076" "DNA replication checkpoint" 0.651970761038253
256 0.0375587193187954 2 22 "GO:0000077" "DNA damage checkpoint" 0.337284051356109
-38 0.782856028932463 5 18 "GO:0000079;GO:0071900;GO:1904029;GO:0045859;GO:0043549;GO:0051338;GO:0065009;GO:0050790" "regulation of molecular function" 0.941254914163934
124 0.186544319191797 4 38 "GO:0000082;GO:0044843" "cell cycle G1/S phase transition" 0.595604553375181
465 0.106024925328806 6 4 "GO:0000083" "regulation of transcription involved in G1/S transition of mitotic cell cycle" 0.539060526812246
40 0.737554721991641 4 23 "GO:0000086;GO:0044839" "cell cycle G2/M phase transition" 0.922689915366061
547 0.0996794361188113 5 3 "GO:0000105;GO:0006547;GO:0008652;GO:0006520" "cellular amino acid metabolic process" 0.52347231970609
1 0.970557288727408 2 351 "GO:0000122;GO:0006357;GO:0045892;GO:0006355;GO:0010629;GO:1903507;GO:2000113;GO:0010468;GO:1903506;GO:2000112;GO:0010605;GO:1902679;GO:0010558;GO:0031327;GO:0051253;GO:2001141;GO:0009890;GO:0010556;GO:0009889;GO:0009892;GO:0031324;GO:0031326;GO:0045934;GO:0051252;GO:0019219;GO:0051172" "regulation of gene expression" 0.997762147276354
