gene_id,log2FoldChange
Pocillopora_acuta_HIv1_PredGene_g4114.t1,-1.8980301814158598
Pocillopora_acuta_HIv1_PredGene_g11295.t1,0.04518248072745421
Pocillopora_acuta_HIv1_PredGene_27742_t,0.28980626238945095
Pocillopora_acuta_HIv1_PredGene_g27354.t1,-0.29668624842160385
Pocillopora_acuta_HIv1_PredGene_g15239.t1,1.156737466705405
Pocillopora_acuta_HIv1_PredGene_g17017.t1,-0.5326944584850022
Pocillopora_acuta_HIv1_PredGene_g18535.t1,0.30598052030368533
Pocillopora_acuta_HIv1_PredGene_g24465.t1,0.4937626338247224
Pocillopora_acuta_HIv1_PredGene_g25410.t1,0.3479589518179216
Pocillopora_acuta_HIv1_PredGene_g19412.t1,0.07819094307669514
Pocillopora_acuta_HIv1_PredGene_g24467.t1,1.1765172082230149
Pocillopora_acuta_HIv1_PredGene_g8626.t1,0.14929388762006238
Pocillopora_acuta_HIv1_PredGene_g22588.t1,0.20545801786893605
Pocillopora_acuta_HIv1_PredGene_g19410.t1,0.6248924078486661
Pocillopora_acuta_HIv1_PredGene_g28345.t1,-0.05254852702593358
Pocillopora_acuta_HIv1_PredGene_g6610.t1,-0.16660586182466597
Pocillopora_acuta_HIv1_PredGene_g14547.t1,0.3196590021503234
Pocillopora_acuta_HIv1_PredGene_g29752.t1,0.7892848932235805
Pocillopora_acuta_HIv1_PredGene_27329_t,4.462847038311164
Pocillopora_acuta_HIv1_PredGene_829_t,1.7092188290790955
Pocillopora_acuta_HIv1_PredGene_g27995.t1,0.8559618882949134
Pocillopora_acuta_HIv1_PredGene_g18340.t1,-0.06074964301297015
Pocillopora_acuta_HIv1_PredGene_g8301.t1,-0.13705080193613983
Pocillopora_acuta_HIv1_PredGene_g30808.t1,-0.1398064738571923
Pocillopora_acuta_HIv1_PredGene_2824_t,-0.970149701341653
Pocillopora_acuta_HIv1_PredGene_g13131.t1,0.8647756250018287
Pocillopora_acuta_HIv1_PredGene_g24891.t1,0.0691764764655026
Pocillopora_acuta_HIv1_PredGene_g12193.t1,-0.1187587998463159
Pocillopora_acuta_HIv1_PredGene_g19964.t1,-0.9834406370962843
Pocillopora_acuta_HIv1_PredGene_g11192.t1,0.43800901027336503
Pocillopora_acuta_HIv1_PredGene_g15370.t1,0.3290783980889674
Pocillopora_acuta_HIv1_PredGene_g22096.t1,-0.6778877075405328
Pocillopora_acuta_HIv1_PredGene_g31739.t1,0.36711081731177786
Pocillopora_acuta_HIv1_PredGene_g7275.t1,-1.8441523578525463
Pocillopora_acuta_HIv1_PredGene_g28387.t1,0.28381522239592333
Pocillopora_acuta_HIv1_PredGene_g19662.t1,-0.017149276020028775
Pocillopora_acuta_HIv1_PredGene_g18765.t1,0.13286086645820855
Pocillopora_acuta_HIv1_PredGene_g18907.t2,0.41338806042439136
Pocillopora_acuta_HIv1_PredGene_g33264.t1,0.4778295632762265
Pocillopora_acuta_HIv1_PredGene_g32053.t1,0.07895919882107709
Pocillopora_acuta_HIv1_PredGene_g26404.t1,0.9548168087259179
Pocillopora_acuta_HIv1_PredGene_g9728.t1,0.723851440193772
Pocillopora_acuta_HIv1_PredGene_g16186.t1,0.855174713886404
Pocillopora_acuta_HIv1_PredGene_g22302.t1,-0.23560177529182616
Pocillopora_acuta_HIv1_PredGene_g28724.t1,0.034546609288066785
Pocillopora_acuta_HIv1_PredGene_g28724.t2,-0.4376732425646658
Pocillopora_acuta_HIv1_PredGene_g18905.t1,4.79855057470647
Pocillopora_acuta_HIv1_PredGene_g12449.t1,0.5963276868139015
Pocillopora_acuta_HIv1_PredGene_g20157.t2,1.8167819154816107
Pocillopora_acuta_HIv1_PredGene_g26986.t1,3.110122376162493
Pocillopora_acuta_HIv1_PredGene_g19783.t1,-0.606726094577587
Pocillopora_acuta_HIv1_PredGene_g12571.t1,0.004877968383991365
Pocillopora_acuta_HIv1_PredGene_g30453.t1,1.559220455756366
Pocillopora_acuta_HIv1_PredGene_g28726.t1,0.12204871522505721
Pocillopora_acuta_HIv1_PredGene_g14108.t1,0.6422081115610746
Pocillopora_acuta_HIv1_PredGene_g9276.t1,-0.931481808150659
Pocillopora_acuta_HIv1_PredGene_g7906.t1,0.8248726128163785
Pocillopora_acuta_HIv1_PredGene_g17706.t1,-0.09632146158830354
Pocillopora_acuta_HIv1_PredGene_g7223.t1,0.25936830779004294
Pocillopora_acuta_HIv1_PredGene_g30451.t1,0.21659329426691
Pocillopora_acuta_HIv1_PredGene_g22113.t1,1.6216680079308294
Pocillopora_acuta_HIv1_PredGene_g2524.t1,0.04250089009226675
Pocillopora_acuta_HIv1_PredGene_g24317.t1,0.5963276980540271
Pocillopora_acuta_HIv1_PredGene_g8983.t1,0.22071492435048914
Pocillopora_acuta_HIv1_PredGene_g5974.t1,-0.557059125599146
Pocillopora_acuta_HIv1_PredGene_g18655.t1,0.06353206141232774
Pocillopora_acuta_HIv1_PredGene_g8184.t1,1.2947151743947298
Pocillopora_acuta_HIv1_PredGene_g16718.t1,-0.14131782404547466
Pocillopora_acuta_HIv1_PredGene_g28385.t2,-0.5803307854121578
Pocillopora_acuta_HIv1_PredGene_g489.t1,-0.6238931568477086
Pocillopora_acuta_HIv1_PredGene_g12952.t1,0.5129884556526769
Pocillopora_acuta_HIv1_PredGene_g3513.t1,-0.40600392142827996
Pocillopora_acuta_HIv1_PredGene_g10667.t1,-0.09995829772697998
Pocillopora_acuta_HIv1_PredGene_g23690.t1,-0.17551002055922435
Pocillopora_acuta_HIv1_PredGene_g24050.t1,0.5854971201706496
Pocillopora_acuta_HIv1_PredGene_g9954.t2,0.9666779771421337
Pocillopora_acuta_HIv1_PredGene_g21365.t1,0.532343912214673
Pocillopora_acuta_HIv1_PredGene_g29102.t1,5.047210881804952
Pocillopora_acuta_HIv1_PredGene_g18717.t1,-0.32999224339560324
Pocillopora_acuta_HIv1_PredGene_g20855.t1,-1.0029296718407592
Pocillopora_acuta_HIv1_PredGene_g20192.t2,0.26414130443979295
Pocillopora_acuta_HIv1_PredGene_g26284.t1,-0.3666901008782562
Pocillopora_acuta_HIv1_PredGene_g30539.t1,-0.1990587953249893
Pocillopora_acuta_HIv1_PredGene_g8046.t1,-0.8132233712377916
Pocillopora_acuta_HIv1_PredGene_g31590.t1,-0.6126138951417324
Pocillopora_acuta_HIv1_PredGene_g3941.t1,-0.6009477784541154
Pocillopora_acuta_HIv1_PredGene_g386.t1,0.24852946948120108
Pocillopora_acuta_HIv1_PredGene_g31334.t1,-0.3740934229903394
Pocillopora_acuta_HIv1_PredGene_g16216.t1,0.6742845868556445
Pocillopora_acuta_HIv1_PredGene_g3943.t1,-0.6893048681018662
Pocillopora_acuta_HIv1_PredGene_g7227.t1,0.797581399709758
Pocillopora_acuta_HIv1_PredGene_g4319.t1,0.3800316455551408
Pocillopora_acuta_HIv1_PredGene_g28905.t1,-0.3610718014941484
Pocillopora_acuta_HIv1_PredGene_g13905.t1,-0.7914506200772622
Pocillopora_acuta_HIv1_PredGene_g14322.t1,0.7926787667013386
Pocillopora_acuta_HIv1_PredGene_g30422.t1,-1.1875652989586414
Pocillopora_acuta_HIv1_PredGene_g6294.t1,-0.8379314875942627
Pocillopora_acuta_HIv1_PredGene_g25381.t1,-0.2704073465809238
Pocillopora_acuta_HIv1_PredGene_g3434.t1,-0.20768397664063176
Pocillopora_acuta_HIv1_PredGene_g29061.t1,0.380034658711858
Pocillopora_acuta_HIv1_PredGene_g31512.t1,1.6773537550706097
Pocillopora_acuta_HIv1_PredGene_g3939.t1,-0.6256561577068938
Pocillopora_acuta_HIv1_PredGene_g3824.t1,-4.080569516820537
Pocillopora_acuta_HIv1_PredGene_g5588.t1,0.667483088495449
Pocillopora_acuta_HIv1_PredGene_g98.t1,-0.6613586263249799
Pocillopora_acuta_HIv1_PredGene_g5616.t1,0.04024424212246542
Pocillopora_acuta_HIv1_PredGene_g30420.t1,-1.3209694898938118
Pocillopora_acuta_HIv1_PredGene_g18736.t2,-0.6542225707998189
Pocillopora_acuta_HIv1_PredGene_g26905.t1,0.37817505061300616
Pocillopora_acuta_HIv1_PredGene_g187.t1,-0.7510161608663437
Pocillopora_acuta_HIv1_PredGene_g18174.t1,0.1718114018144534
Pocillopora_acuta_HIv1_PredGene_g22418.t1,-0.7851289542270329
Pocillopora_acuta_HIv1_PredGene_g5614.t1,0.6112119196299125
Pocillopora_acuta_HIv1_PredGene_g28269.t1,0.2135269553961864
Pocillopora_acuta_HIv1_PredGene_g3121.t1,-0.79555486504319
Pocillopora_acuta_HIv1_PredGene_g8947.t1,-0.01992730100138434
Pocillopora_acuta_HIv1_PredGene_g9806.t1,-3.708535589823657
Pocillopora_acuta_HIv1_PredGene_g22119.t1,1.0629861889575107
Pocillopora_acuta_HIv1_PredGene_g11950.t1,0.9484018893059319
Pocillopora_acuta_HIv1_PredGene_g31792.t1,1.778941568680809
Pocillopora_acuta_HIv1_PredGene_g443.t1,-0.33234734849376085
Pocillopora_acuta_HIv1_PredGene_g26372.t1,0.7246663571264362
Pocillopora_acuta_HIv1_PredGene_g5371.t1,-0.06726342239520253
Pocillopora_acuta_HIv1_PredGene_g14865.t1,0.011146381486453857
Pocillopora_acuta_HIv1_PredGene_g24782.t1,-0.7987905734310178
Pocillopora_acuta_HIv1_PredGene_g33443.t1,-1.4279682186245046
Pocillopora_acuta_HIv1_PredGene_g29406.t2,0.967561387816748
Pocillopora_acuta_HIv1_PredGene_g7326.t1,-0.19014461562666912
Pocillopora_acuta_HIv1_PredGene_g11632.t1,0.14922358794678806
Pocillopora_acuta_HIv1_PredGene_g9693.t1,0.44115508929939856
Pocillopora_acuta_HIv1_PredGene_g8220.t1,0.7152805763351372
Pocillopora_acuta_HIv1_PredGene_g2479.t1,-2.4743825353200934
Pocillopora_acuta_HIv1_PredGene_g19789.t1,3.004962605030007
Pocillopora_acuta_HIv1_PredGene_g1006.t1,0.1150643958144934
Pocillopora_acuta_HIv1_PredGene_g23915.t1,-0.5566361326913424
Pocillopora_acuta_HIv1_PredGene_g21537.t1,-0.25151374367843254
Pocillopora_acuta_HIv1_PredGene_g15932.t1,0.2651126854617699
Pocillopora_acuta_HIv1_PredGene_g23639.t1,0.2910129881341672
Pocillopora_acuta_HIv1_PredGene_g23407.t1,-0.5061107583555777
Pocillopora_acuta_HIv1_PredGene_g19194.t1,-0.049327558281354676
Pocillopora_acuta_HIv1_PredGene_g7920.t1,-0.08699135337151977
Pocillopora_acuta_HIv1_PredGene_g25800.t1,-1.1995624586158247
Pocillopora_acuta_HIv1_PredGene_g6380.t1,0.42694625640264977
Pocillopora_acuta_HIv1_PredGene_g27113.t1,-0.4011692643705033
Pocillopora_acuta_HIv1_PredGene_g924.t1,-0.18766324720745137
Pocillopora_acuta_HIv1_PredGene_g32126.t1,1.5240047327043065
Pocillopora_acuta_HIv1_PredGene_g27683.t1,-0.8260755712572246
Pocillopora_acuta_HIv1_PredGene_g10274.t1,0.021189330972048618
Pocillopora_acuta_HIv1_PredGene_2608_t,-4.741353882351642
Pocillopora_acuta_HIv1_PredGene_g3597.t1,-1.9471074968750286
Pocillopora_acuta_HIv1_PredGene_g20761.t2,-0.9958925166274369
Pocillopora_acuta_HIv1_PredGene_g32101.t1,1.1358459235380536
Pocillopora_acuta_HIv1_PredGene_g25010.t1,-0.760203732842395
Pocillopora_acuta_HIv1_PredGene_g6382.t1,0.23386958567233093
Pocillopora_acuta_HIv1_PredGene_g27111.t1,0.5259213977481494
Pocillopora_acuta_HIv1_PredGene_g30935.t1,-0.27984362791636197
Pocillopora_acuta_HIv1_PredGene_g32851.t1,-0.4702045577123835
Pocillopora_acuta_HIv1_PredGene_g30937.t1,-0.08978649022243777
