"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-279 0.333453003399352 4 4 "GO:0000002" "mitochondrial genome maintenance" 0.782023374983924
136 0.332377112570338 1 17 "GO:0000003" "reproduction" 0.782023374983924
147 0.443602429343027 2 9 "GO:0000011" "vacuole inheritance" 0.830778288737227
-151 0.431942116070164 2 9 "GO:0000012" "single strand break repair" 0.823889591763461
148 0.565085642501778 2 5 "GO:0000018;GO:0051052" "regulation of DNA recombination" 0.900832753958349
-45 0.861565448154246 4 5 "GO:0000022;GO:0051231" "mitotic spindle elongation" 0.986013790665415
-40 0.9040534134746 3 3 "GO:0000023;GO:0005984;GO:0009311" "oligosaccharide metabolic process" 0.988760510944402
100 0.360495124924582 5 28 "GO:0000027" "ribosomal large subunit assembly" 0.782023374983924
339 0.0343836854580701 7 13 "GO:0000028" "ribosomal small subunit assembly" 0.461788539038179
-376 0.14459531447708 6 5 "GO:0000038" "very long-chain fatty acid metabolic process" 0.659301715034073
133 0.279818976806691 4 22 "GO:0000045;GO:1905037" "autophagosome assembly" 0.778363266139151
75 0.771528013401006 4 5 "GO:0000050;GO:0019627;GO:0071941" "urea metabolic process" 0.960239682451201
94 0.526675938067716 5 15 "GO:0000054;GO:0033750;GO:0071428;GO:0071426;GO:0006405;GO:0006611;GO:0031503;GO:0050658;GO:0051168;GO:0006913;GO:0051169;GO:0050657;GO:0051236;GO:0015931" "RNA export from nucleus" 0.884472091646327
132 0.543897354430681 3 7 "GO:0000055" "ribosomal large subunit export from nucleus" 0.889229008037463
203 0.223806836619144 5 12 "GO:0000070;GO:0000819;GO:0098813;GO:0007059" "mitotic sister chromatid segregation" 0.70167245488032
-123 0.632101300679046 4 5 "GO:0000076" "DNA replication checkpoint" 0.918710719883567
-211 0.0877695432678583 4 22 "GO:0000077" "DNA damage checkpoint" 0.553485487138127
-10 0.939131972853743 6 18 "GO:0000079;GO:0071900;GO:1904029;GO:0045859;GO:0043549;GO:0051338;GO:0065009;GO:0050790" "regulation of molecular function" 0.988983933492715
59 0.529788700327848 2 38 "GO:0000082;GO:0044843" "G1/S transition of mitotic cell cycle" 0.88489031568273
-478 0.0969488682605379 2 4 "GO:0000083" "regulation of transcription involved in G1/S transition of mitotic cell cycle" 0.554235540875591
-19 0.876272475732521 5 23 "GO:0000086;GO:0044839" "G2/M transition of mitotic cell cycle" 0.988058742310853
-676 0.0420373508030428 5 3 "GO:0000105;GO:0006547;GO:0008652;GO:0006520" "cellular amino acid metabolic process" 0.461788539038179
50 0.13935047650276 4 351 "GO:0000122;GO:0006357;GO:0045892;GO:0006355;GO:0010629;GO:1903507;GO:2000113;GO:0010468;GO:1903506;GO:2000112;GO:0010605;GO:1902679;GO:0010558;GO:0031327;GO:2001141;GO:0010556;GO:0031326;GO:0009892;GO:0051253;GO:0009890;GO:0031324;GO:0045934;GO:0051252;GO:0009889;GO:0019219;GO:0051172" "regulation of gene expression" 0.652413594535649
-46 0.724953989546025 6 20 "GO:0000132;GO:0040001;GO:0051294;GO:0051293;GO:1902850;GO:0051653" "establishment of spindle orientation" 0.949198232075092
220 0.34936557546188 4 6 "GO:0000154" "rRNA modification" 0.782023374983924
-26 0.773689295518755 5 40 "GO:0000165;GO:0035556" "intracellular signal transduction" 0.960239682451201
-259 0.368487731640443 4 4 "GO:0000183;GO:0031507;GO:0006338;GO:0031497;GO:0070828;GO:0097549;GO:0006333;GO:0034401" "heterochromatin assembly" 0.785260062599289
9 0.956018786946609 8 13 "GO:0000184" "nuclear-transcribed mRNA catabolic process, nonsense-mediated decay" 0.988983933492715
-114 0.282031408814068 2 30 "GO:0000209;GO:0016567;GO:0032446" "protein ubiquitination" 0.778363266139151
-21 0.7756480212268 2 62 "GO:0000226;GO:0007010" "cytoskeleton organization" 0.960239682451201
-10 0.957846500641512 2 9 "GO:0000244" "spliceosomal tri-snRNP complex assembly" 0.988983933492715
126 0.399191291562591 2 15 "GO:0000245" "spliceosomal complex assembly" 0.798649028731905
-15 0.955300955821552 2 5 "GO:0000255" "allantoin metabolic process" 0.988983933492715
-170 0.554920422752496 2 4 "GO:0000266" "mitochondrial fission" 0.893075055367298
-176 0.360591998350553 3 9 "GO:0000272;GO:0016052" "carbohydrate catabolic process" 0.782023374983924
-38 0.708969148601591 2 33 "GO:0000278;GO:0007049" "cell cycle" 0.940220888059621
-44 0.678151616118335 3 30 "GO:0000281;GO:0061640;GO:0000910" "cytokinesis" 0.924498850985936
354 0.287424939510178 2 3 "GO:0000289" "nuclear-transcribed mRNA poly(A) tail shortening" 0.778363266139151
-264 0.225304405645842 3 7 "GO:0000302;GO:0006979;GO:1901700" "response to oxidative stress" 0.70167245488032
-280 0.277481846044694 5 5 "GO:0000338;GO:0070646" "protein deneddylation" 0.778363266139151
221 0.506055097055896 2 3 "GO:0000349" "generation of catalytic spliceosome for first transesterification step" 0.87848890443973
209 0.374054057132288 2 6 "GO:0000380" "alternative mRNA splicing, via spliceosome" 0.789583464502625
162 0.222332731734015 4 19 "GO:0000381;GO:0048024;GO:0043484;GO:0050684;GO:1903311" "regulation of mRNA processing" 0.70167245488032
29 0.825128542832782 7 20 "GO:0000387" "spliceosomal snRNP assembly" 0.968485469704283
-252 0.448203633692972 2 3 "GO:0000395" "mRNA 5'-splice site recognition" 0.830778288737227
-33 0.655053125970714 3 61 "GO:0000398;GO:0000377;GO:0006397;GO:0000375;GO:0008380" "RNA splicing, via transesterification reactions" 0.918710719883567
-72 0.505378215854512 3 29 "GO:0000413;GO:0018208;GO:0018193" "peptidyl-proline modification" 0.87848890443973
-6 0.978993312779612 4 7 "GO:0000422;GO:0006914;GO:0061726;GO:0061919;GO:1903008;GO:0022411" "autophagy of mitochondrion" 0.991871692828721
87 0.735465180400726 5 5 "GO:0000423;GO:0061912;GO:0016236" "selective autophagy" 0.951096485432989
8 0.956174193343567 2 18 "GO:0000447" "endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.988983933492715
251 0.451215207794 3 3 "GO:0000460" "maturation of 5.8S rRNA" 0.830778288737227
195 0.207443703798167 4 14 "GO:0000462;GO:0030490" "maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.70167245488032
222 0.223925721309321 2 10 "GO:0000463" "maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)" 0.70167245488032
163 0.329142706708183 9 12 "GO:0000470" "maturation of LSU-rRNA" 0.782023374983924
-19 0.876924859007268 5 22 "GO:0000479;GO:0000478;GO:0000469;GO:0090502;GO:0090501;GO:0090305" "nucleic acid phosphodiester bond hydrolysis" 0.988058742310853
2 0.994098616805449 4 4 "GO:0000578;GO:0009798;GO:0009880" "embryonic axis specification" 0.994098616805449
-21 0.906762178781233 6 10 "GO:0000723;GO:0032200" "telomere organization" 0.988760510944402
361 0.0193269593009748 7 14 "GO:0000724;GO:0000725;GO:0006302;GO:0006310" "DNA recombination" 0.394487375768616
37 0.714199677666392 2 33 "GO:0000902" "cell morphogenesis" 0.943109830764595
-97 0.635537708390519 4 8 "GO:0000904" "cell morphogenesis involved in differentiation" 0.918710719883567
