gene_id,log2FoldChange
Pocillopora_acuta_HIv1_PredGene_g4114.t1,-1.2615323420111133
STRG.5738,-0.25769114352676303
STRG.8663,0.6510981966545442
STRG.8662,-0.11512554838989834
STRG.8661,-0.32277551942339905
STRG.8660,0.3267446541947602
STRG.8666,0.005148023008653598
STRG.8665,-0.7240764532691346
STRG.8664,0.6377609572204468
STRG.6544,-0.08990227168192597
STRG.6545,-0.6919367722398901
STRG.6546,-0.05264315316475094
STRG.6547,-1.8508243673484024
STRG.6542,-0.016777895344940043
STRG.6549,-0.10777000460371002
STRG.2434,1.3020686201466327
STRG.2435,-0.22290836908021983
STRG.2437,0.9471058044745951
STRG.2431,-0.5351615301373014
STRG.2432,-0.6315582642491444
STRG.2438,0.25951657917849724
Pocillopora_acuta_HIv1_PredGene_27329_t,0
STRG.1017,-0.6243099170759739
STRG.1016,-0.328992335194243
STRG.1015,-0.3010500014852496
STRG.1014,-0.19745634987942906
STRG.1013,0.2860394679003898
STRG.2960,0.36106522508928435
STRG.1011,-0.46688910413113127
STRG.1010,0.13059650508739218
STRG.1019,-0.437330509723714
STRG.1018,0.5273993951225002
STRG.9127,0.09746834460812412
STRG.9883,-1.47057972877512
Pocillopora_acuta_HIv1_PredGene_g19964.t1,-0.7257738592953519
Pocillopora_acuta_HIv1_PredGene_g22111.t1,1.0139419978974122
STRG.6841,-1.246330776581923
STRG.6840,0.16864566085967395
STRG.6843,0.16847307288495808
STRG.6842,-0.3425478205932062
STRG.6845,0.2759692362875548
STRG.6847,-0.5051668887558088
STRG.6846,-0.4730874241718094
STRG.6849,0.25586491664360234
STRG.6848,-0.8262159805575735
STRG.4997,0.5702017798578176
STRG.4996,-0.44666261210329955
STRG.4998,0.5395164866812947
Pocillopora_acuta_HIv1_PredGene_g7275.t1,-0.8773498354563268
STRG.257,-0.04231388061180427
STRG.254,0.3230300008218881
STRG.252,0.1722316238841012
STRG.250,0.0044228969413375304
STRG.6548,-0.48965453701792333
STRG.258,-0.2948393432174798
STRG.10333,0.6045825186789943
STRG.2430,0.42867648241534695
STRG.3509,0.19883431766976908
STRG.3504,0.0661612118472923
Pocillopora_acuta_HIv1_PredGene_g28724.t1,-0.47803189395787515
STRG.3502,-0.2201674818716715
STRG.2439,1.6256355063724142
STRG.7086,-0.20015484411651902
STRG.7085,0.34947804566537827
STRG.7082,-1.139812999911955
STRG.1864,0.147791157374013
STRG.1865,0.4631175920926617
STRG.1861,0.6826465002302287
STRG.7338,-0.3977512832096894
STRG.7335,-0.23957066785655395
STRG.8500,0.4845891758857029
STRG.8506,-0.22609739520485989
STRG.8505,2.136617781666593
STRG.4064,1.556061188001591
STRG.6068,-1.5590909542335076
STRG.6067,0.9305939349397787
STRG.6066,-0.16313804639035503
STRG.6065,0.0918658084311993
STRG.6063,0.15752053054260703
STRG.6061,1.2008499364394873
STRG.10968,-0.516462312954948
Pocillopora_acuta_HIv1_PredGene_g3513.t1,0.1729062308702312
Pocillopora_acuta_HIv1_PredGene_g23690.t1,-0.4165993366148728
STRG.1012,-0.7067438755389309
STRG.9021,1.0899640624723381
Pocillopora_acuta_HIv1_PredGene_g3824.t1,-2.2304997360717485
STRG.3773,0.802159505427047
STRG.5592,0.1208175091899025
STRG.5590,5.99001123690937
STRG.5591,-0.04813348998118571
STRG.5596,-0.6741559111236766
STRG.5594,-0.9970640124100065
STRG.5595,-0.2767130808954238
STRG.5598,-0.08868943134063394
STRG.9079,0.16350926050193446
Pocillopora_acuta_HIv1_PredGene_g4176.t1,-0.20716212782326993
STRG.4247,0.1988370012223616
STRG.4240,0.1277340057729516
STRG.4243,-0.17263532711816257
STRG.4242,0.00833430032754971
STRG.4249,0.5134622908027727
Pocillopora_acuta_HIv1_PredGene_g22119.t1,1.8967912839606447
Pocillopora_acuta_HIv1_PredGene_g31792.t1,2.126871813057428
STRG.7538,-0.5316656201145622
STRG.7539,-0.18786927507175688
STRG.7536,0.5180480871469128
STRG.7534,-0.04507342672783891
STRG.7535,-0.4845982952611288
STRG.7532,0.37999916211553775
STRG.7531,-0.5331408549019597
STRG.3628,0.7281658778020575
STRG.3629,0.3360583143494754
STRG.3626,0.11483419980287327
STRG.3624,-0.5846680599166246
STRG.3622,0.19133763965444686
STRG.3623,0.9602965572357206
STRG.3191,0.4126840827588433
Pocillopora_acuta_HIv1_PredGene_g33443.t1,1.4328987519075944
STRG.6661,0.7207368425444044
STRG.6663,5.8731387693044725
STRG.6665,0.1208285041483066
STRG.6667,1.4566618449660194
STRG.6666,-0.1445492487759546
STRG.2573,0.15120710910886412
STRG.2574,0.11984490290689481
STRG.2577,1.273976367291192
STRG.2576,1.1212968787757946
STRG.2578,-0.9898257553239463
Pocillopora_acuta_HIv1_PredGene_g2479.t1,-0.7575763767470505
STRG.862,0.6820475769170115
STRG.864,0.1630938030853911
STRG.868,0.5904672839638755
STRG.869,0.45979373857672196
Pocillopora_acuta_HIv1_PredGene_g23639.t1,0.7302196776338291
Pocillopora_acuta_HIv1_PredGene_g22379.t1,-0.5037225250700965
STRG.5923,1.733329173587687
STRG.5921,-0.05317069875464635
STRG.5920,-0.6449858747192946
STRG.5926,1.0150911987864513
Pocillopora_acuta_HIv1_PredGene_g25800.t1,-0.3824080590390108
Pocillopora_acuta_HIv1_PredGene_2608_t,-1.1967774411002674
Pocillopora_acuta_HIv1_PredGene_g3597.t1,-1.2157992820471133
STRG.5791,0.23362394919043086
Pocillopora_acuta_HIv1_PredGene_g32101.t1,0.7783783885081704
STRG.2587,0.005514358394591222
STRG.11498,0.04395278743542611
STRG.11495,0.9287001552760503
STRG.11497,0.37765180098533807
STRG.11491,0.3783928375821468
STRG.11490,0.2649515502271053
STRG.11493,0.3382392579923702
STRG.1607,-0.048668274522277365
STRG.5123,0.502093417899913
STRG.7279,0.9662835527952929
STRG.5120,-0.27234982941872943
STRG.7271,-1.571421903163891
STRG.7273,-0.8449704408251896
STRG.7272,0.6878694131844737
STRG.7274,-0.2705624259831554
STRG.9464,-0.2723671136368237
STRG.8020,-0.29218692068190094
STRG.7031,0.6258487348863596
