"","GO_ID","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","GOSlim_bin","aspect"
"1","GO:0044571",0.0120779794252834,1,1,1,"[2Fe-2S] cluster assembly","BP",NA,NA
"2","GO:0044572",0.0120779794252834,1,1,1,"[4Fe-4S] cluster assembly","BP",NA,NA
"3","GO:0080168",0.0123763836508005,1,1,1,"abscisic acid transport","BP",NA,NA
"4","GO:0009738",0.0123763836508005,1,1,1,"abscisic acid-activated signaling pathway","BP","signal transduction","P"
"5","GO:0030036",0.0118301108597327,1,1,1,"actin cytoskeleton organization","BP","cell organization and biogenesis","P"
"6","GO:0031247",0.0116913396271625,1,1,1,"actin rod assembly","BP","cell organization and biogenesis","P"
"7","GO:0002218",0.000140555803924547,1,2,2,"activation of innate immune response","BP","stress response","P"
"8","GO:0031635",0.0115054994003599,1,1,1,"adenylate cyclase-inhibiting opioid receptor signaling pathway","BP","signal transduction","P"
"9","GO:0007628",0.0114192226228309,1,1,1,"adult walking behavior","BP","other biological processes","P"
"10","GO:0046222",0.00013047237648545,1,2,2,"aflatoxin metabolic process","BP","other metabolic processes","P"
"11","GO:0007568",0.00013323339554796,1,2,2,"aging","BP","other biological processes","P"
"12","GO:0009822",0.00013047237648545,1,2,2,"alkaloid catabolic process","BP","other metabolic processes","P"
"13","GO:0003333",0.0119121928534266,1,1,1,"amino acid transmembrane transport","BP",NA,NA
"14","GO:0006865",0.0119121928534266,1,1,1,"amino acid transport","BP","transport","P"
"15","GO:0008209",0.00013047237648545,1,2,2,"androgen metabolic process","BP","other metabolic processes","P"
"16","GO:0001525",0.0114949000477893,1,1,1,"angiogenesis","BP","developmental processes","P"
"17","GO:0033564",0.0114949000477893,1,1,1,"anterior/posterior axon guidance","BP","developmental processes","P"
"18","GO:0008089",0.0124560698829859,1,1,1,"anterograde axonal transport","BP","transport","P"
"19","GO:0048490",0.0124560698829859,1,1,1,"anterograde synaptic vesicle transport","BP","transport","P"
"20","GO:0017000",0.000147789170872768,1,2,2,"antibiotic biosynthetic process","BP","other metabolic processes","P"
"21","GO:0006915",2.17040215416156e-10,1,5,5,"apoptotic process","BP","death","P"
"22","GO:0046034",0.011607043590998,1,1,1,"ATP metabolic process","BP","other metabolic processes","P"
"23","GO:0097352",0.000152600182435414,1,2,2,"autophagosome maturation","BP",NA,NA
"24","GO:0016240",0.01237560732402,1,1,1,"autophagosome membrane docking","BP","stress response","P"
"25","GO:0061909",0.0124560698829859,1,1,1,"autophagosome-lysosome fusion","BP",NA,NA
"26","GO:0006914",1.61238331723336e-06,1,3,3,"autophagy","BP","other metabolic processes","P"
"27","GO:0008088",0.011607043590998,1,1,1,"axo-dendritic transport","BP","transport","P"
"28","GO:0007411",0.0114949000477893,1,1,1,"axon guidance","BP","developmental processes","P"
"29","GO:0007610",0.0115054994003599,1,1,1,"behavior","BP","other biological processes","P"
"30","GO:0048148",0.0115054994003599,1,1,1,"behavioral response to cocaine","BP","other biological processes","P"
"31","GO:0008206",0.0114192226228309,1,1,1,"bile acid metabolic process","BP","other metabolic processes","P"
"32","GO:0008150",2.36294869975997e-10,1,5,5,"biological_process","BP","other biological processes","P"
"33","GO:0009058",0.0120881226218651,1,1,1,"biosynthetic process","BP","other metabolic processes","P"
"34","GO:0001568",0.000140555803924547,1,2,2,"blood vessel development","BP","developmental processes","P"
"35","GO:0009785",0.0115456400434567,1,1,1,"blue light signaling pathway","BP","signal transduction","P"
"36","GO:0060348",0.000136226815283934,1,2,2,"bone development","BP","developmental processes","P"
"37","GO:0007420",0.0114949000477893,1,1,1,"brain development","BP","developmental processes","P"
"38","GO:0009083",0.0115380643934295,1,1,1,"branched-chain amino acid catabolic process","BP","other metabolic processes","P"
"39","GO:0060442",0.0131027675510581,1,1,1,"branching involved in prostate gland morphogenesis","BP","developmental processes","P"
"40","GO:0019605",0.0115380643934295,1,1,1,"butyrate metabolic process","BP","other metabolic processes","P"
"41","GO:0036378",0.00013047237648545,1,2,2,"calcitriol biosynthetic process from calciol","BP",NA,NA
"42","GO:0017156",0.0124560698829859,1,1,1,"calcium-ion regulated exocytosis","BP","transport","P"
"43","GO:0019722",0.0139268841510702,1,1,1,"calcium-mediated signaling","BP","signal transduction","P"
"44","GO:0061621",0.0118945099009966,1,1,1,"canonical glycolysis","BP",NA,NA
"45","GO:0005975",0.000135717338303006,1,2,2,"carbohydrate metabolic process","BP","other metabolic processes","P"
"46","GO:0055007",0.0115820178728737,1,1,1,"cardiac muscle cell differentiation","BP","developmental processes","P"
"47","GO:0007155",0.0115244305968766,1,1,1,"cell adhesion","BP","cell adhesion","P"
"48","GO:0007049",0.0115729209829155,1,1,1,"cell cycle","BP","cell cycle and proliferation","P"
"49","GO:0030154",0.000134538000349411,1,2,2,"cell differentiation","BP","other biological processes","P"
"50","GO:0051301",0.0115729209829155,1,1,1,"cell division","BP","other biological processes","P"
"51","GO:0008283",0.0118301108597327,1,1,1,"cell population proliferation","BP","cell cycle and proliferation","P"
"52","GO:0030030",0.01237560732402,1,1,1,"cell projection organization","BP","cell organization and biogenesis","P"
"53","GO:0045454",0.0115335194642117,1,1,1,"cell redox homeostasis","BP","other biological processes","P"
"54","GO:0001678",0.0117430907150231,1,1,1,"cellular glucose homeostasis","BP","other biological processes","P"
"55","GO:0098869",0.0115342769289814,1,1,1,"cellular oxidant detoxification","BP",NA,NA
"56","GO:0034613",0.0115729209829155,1,1,1,"cellular protein localization","BP","other biological processes","P"
"57","GO:0044267",0.0115032279895259,1,1,1,"cellular protein metabolic process","BP","protein metabolism","P"
"58","GO:0071318",0.0116913396271625,1,1,1,"cellular response to ATP","BP",NA,NA
"59","GO:0071276",0.011607043590998,1,1,1,"cellular response to cadmium ion","BP",NA,NA
"60","GO:0070417",0.0117430907150231,1,1,1,"cellular response to cold","BP","stress response","P"
"61","GO:0006974",0.0117430907150231,1,1,1,"cellular response to DNA damage stimulus","BP","stress response","P"
"62","GO:0071333",0.0115054994003599,1,1,1,"cellular response to glucose stimulus","BP",NA,NA
"63","GO:0034605",1.59889184809694e-06,1,3,3,"cellular response to heat","BP","stress response","P"
"64","GO:0071455",0.0117430907150231,1,1,1,"cellular response to hyperoxia","BP",NA,NA
"65","GO:0071456",0.00013550350294809,1,2,2,"cellular response to hypoxia","BP",NA,NA
"66","GO:0032869",0.0120881226218651,1,1,1,"cellular response to insulin stimulus","BP","other biological processes","P"
"67","GO:0098761",0.00013401892195453,1,2,2,"cellular response to interleukin-7","BP",NA,NA
"68","GO:0071222",1.49130801306588e-06,1,3,3,"cellular response to lipopolysaccharide","BP",NA,NA
"69","GO:0071285",0.0115820178728737,1,1,1,"cellular response to lithium ion","BP",NA,NA
"70","GO:0071404",0.0114192226228309,1,1,1,"cellular response to low-density lipoprotein particle stimulus","BP",NA,NA
