"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","contrast","gene_id","Length","BLAST_Num_Hits","BLAST_Description","BLAST_e.Value","BLAST_simMean","BLAST_Num_GO","BLAST_GO_IDs","BLAST_GO_Names","BLAST_Enzyme_Codes","BLAST_Enzyme_Names","SwissProt_Num_Hits","SwissProt_Description","SwissProt_e.Value","SwissProt_simMean","SwissProt_Num_GO","SwissProt_GO_IDs","SwissProt_GO_Names","SwissProt_Enzyme_Codes","SwissProt_Enzyme_Names","InterPro_IDs","InterPro_GO_IDs","InterPro_GO_Names"
"1",19.1383362522299,3.10792794507577,0.613577790901356,5.06525495407872,4.07854118340995e-07,0.000142750578641452,"31_vs_34","Pocillopora_acuta_HIv1_PredGene_g26986.t1",379,1,"XP_027041252.1",3.7e-202,95.25,NA,"","","","",5,"ZPP_ACRMIZP domain-containing protein OS=Acropora millepora OX=45264 PE=1 SV=1",4.61e-155,52.66,29,"F:GO:0004252; F:GO:0005044; C:GO:0005576; C:GO:0005771; C:GO:0005783; C:GO:0005886; P:GO:0006897; P:GO:0007049; P:GO:0007155; P:GO:0007338; P:GO:0007339; P:GO:0015031; C:GO:0016020; C:GO:0016021; C:GO:0019898; P:GO:0030154; C:GO:0030658; C:GO:0031410; P:GO:0031638; P:GO:0032023; F:GO:0035375; F:GO:0035804; C:GO:0035805; C:GO:0042589; P:GO:0050829; P:GO:0050830; P:GO:0051301; P:GO:0060468; C:GO:0062023","F:serine-type endopeptidase activity; F:scavenger receptor activity; C:extracellular region; C:multivesicular body; C:endoplasmic reticulum; C:plasma membrane; P:endocytosis; P:cell cycle; P:cell adhesion; P:single fertilization; P:binding of sperm to zona pellucida; P:protein transport; C:membrane; C:integral component of membrane; C:extrinsic component of membrane; P:cell differentiation; C:transport vesicle membrane; C:cytoplasmic vesicle; P:zymogen activation; P:trypsinogen activation; F:zymogen binding; F:structural constituent of egg coat; C:egg coat; C:zymogen granule membrane; P:defense response to Gram-negative bacterium; P:defense response to Gram-positive bacterium; P:cell division; P:prevention of polyspermy; C:collagen-containing extracellular matrix",NA,NA,"IPR001507 (SMART); G3DSA:2.60.40.3210 (GENE3D); G3DSA:2.60.40.4100 (GENE3D); IPR001507 (PFAM); IPR001507 (PROSITE_PROFILES)","no GO terms","no GO terms"
"2",19.0645161748016,1.50115190726776,0.353518319832716,4.24631998697578,2.17310220053539e-05,0.00204030151050267,"31_vs_34","Pocillopora_acuta_HIv1_PredGene_g31057.t1",490,1,"XP_027058023.1",1.6e-258,98.98,NA,"","","","",5,"RBNS5_MOUSERabenosyn-5 OS=Mus musculus OX=10090 GN=Rbsn PE=1 SV=1",4.02e-93,54,42,"P:GO:0000011; F:GO:0005515; F:GO:0005516; F:GO:0005545; C:GO:0005634; C:GO:0005737; C:GO:0005768; C:GO:0005769; C:GO:0005773; C:GO:0005774; C:GO:0005794; C:GO:0005829; C:GO:0005886; C:GO:0005969; P:GO:0006895; P:GO:0006896; P:GO:0006897; P:GO:0006904; P:GO:0006906; F:GO:0008270; C:GO:0010008; C:GO:0010009; P:GO:0015031; C:GO:0016020; P:GO:0016189; P:GO:0016197; C:GO:0019897; F:GO:0030742; F:GO:0031267; C:GO:0031410; C:GO:0031901; F:GO:0032266; P:GO:0034498; P:GO:0039694; F:GO:0042803; C:GO:0043231; C:GO:0044308; P:GO:0045022; F:GO:0046872; C:GO:0070062; P:GO:0090160; P:GO:1903358","P:vacuole inheritance; F:protein binding; F:calmodulin binding; F:1-phosphatidylinositol binding; C:nucleus; C:cytoplasm; C:endosome; C:early endosome; C:vacuole; C:vacuolar membrane; C:Golgi apparatus; C:cytosol; C:plasma membrane; C:serine-pyruvate aminotransferase complex; P:Golgi to endosome transport; P:Golgi to vacuole transport; P:endocytosis; P:vesicle docking involved in exocytosis; P:vesicle fusion; F:zinc ion binding; C:endosome membrane; C:cytoplasmic side of endosome membrane; P:protein transport; C:membrane; P:synaptic vesicle to endosome fusion; P:endosomal transport; C:extrinsic component of plasma membrane; F:GTP-dependent protein binding; F:small GTPase binding; C:cytoplasmic vesicle; C:early endosome membrane; F:phosphatidylinositol-3-phosphate binding; P:early endosome to Golgi transport; P:viral RNA genome replication; F:protein homodimerization activity; C:intracellular membrane-bounded organelle; C:axonal spine; P:early endosome to late endosome transport; F:metal ion binding; C:extracellular exosome; P:Golgi to lysosome transport; P:regulation of Golgi organization",NA,NA,"Coil (COILS); Coil (COILS); IPR000306 (SMART); G3DSA:4.10.860.20 (GENE3D); IPR021565 (PFAM); IPR013083 (G3DSA:3.30.40.GENE3D); IPR000306 (PFAM); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); IPR013087 (PROSITE_PATTERNS); IPR017455 (PROSITE_PROFILES); IPR013087 (PROSITE_PROFILES); IPR036531 (SUPERFAMILY); IPR011011 (SUPERFAMILY)","F:GO:0046872","F:metal ion binding"
"3",121.755334839027,9.86042807229457,2.90706530811462,3.39188391976291,0.000694138411003439,0.0187937016419736,"31_vs_34","Pocillopora_acuta_HIv1_PredGene_g7273.t1",384,1,"XP_027058362.1",3.6e-35,100,NA,"","","","",2,"GXN_ACRMIGalaxin OS=Acropora millepora OX=45264 PE=1 SV=1",3.74e-09,36.72,1,"C:GO:0005576","C:extracellular region",NA,NA,"Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","no GO terms","no GO terms"
"4",2016.27090406922,-1.24151517839967,0.409064682162896,-3.03500945580356,0.00240528145723293,0.0392658305512018,"31_vs_34","Pocillopora_acuta_HIv1_PredGene_g14690.t1",666,1,"XP_027052591.1",0,97.15,NA,"","","","",5,"HSP7C_SAGOEHeat shock cognate 71 kDa protein OS=Saguinus oedipus OX=9490 GN=HSPA8 PE=2 SV=1",0,90.68,147,"P:GO:0000082; F:GO:0000166; C:GO:0000974; F:GO:0001664; F:GO:0001786; P:GO:0001822; P:GO:0001916; C:GO:0001917; F:GO:0003723; F:GO:0005102; F:GO:0005515; F:GO:0005524; C:GO:0005576; C:GO:0005615; C:GO:0005634; C:GO:0005654; C:GO:0005681; C:GO:0005730; C:GO:0005737; C:GO:0005764; C:GO:0005765; C:GO:0005770; C:GO:0005776; C:GO:0005829; C:GO:0005874; C:GO:0005882; C:GO:0005886; C:GO:0005925; P:GO:0006397; P:GO:0006457; P:GO:0006606; P:GO:0006986; P:GO:0007519; P:GO:0007568; P:GO:0007608; C:GO:0008021; P:GO:0008088; P:GO:0008380; P:GO:0009267; P:GO:0009408; P:GO:0009410; C:GO:0009986; P:GO:0010045; P:GO:0010628; P:GO:0010667; C:GO:0014069; P:GO:0014823; C:GO:0016020; P:GO:0016191; P:GO:0016192; F:GO:0016787; F:GO:0016887; F:GO:0019899; P:GO:0021549; F:GO:0023026; C:GO:0030424; C:GO:0030425; F:GO:0030674; P:GO:0030900; F:GO:0031072; F:GO:0031625; P:GO:0031647; F:GO:0031686; C:GO:0032279; P:GO:0032355; P:GO:0032570; P:GO:0032984; C:GO:0032991; P:GO:0034605; P:GO:0034620; C:GO:0034774; P:GO:0042026; F:GO:0042277; C:GO:0042470; P:GO:0042594; C:GO:0043005; C:GO:0043025; P:GO:0043085; C:GO:0043195; C:GO:0043197; C:GO:0043198; C:GO:0043202; C:GO:0043204; P:GO:0043254; F:GO:0043531; F:GO:0044183; C:GO:0044309; P:GO:0044743; P:GO:0044788; P:GO:0044829; P:GO:0044849; C:GO:0045121; F:GO:0045296; P:GO:0045471; P:GO:0045862; P:GO:0045892; P:GO:0046034; P:GO:0046777; P:GO:0048026; C:GO:0048471; P:GO:0050766; F:GO:0051082; P:GO:0051085; F:GO:0051087; P:GO:0051726; F:GO:0051787; F:GO:0055131; P:GO:0061024; P:GO:0061077; C:GO:0061202; P:GO:0061635; P:GO:0061684; P:GO:0061738; P:GO:0061740; C:GO:0070062; P:GO:0071276; P:GO:0071383; P:GO:0072318; C:GO:0072562; P:GO:0097214; C:GO:0098575; C:GO:0098684; C:GO:0098690; C:GO:0098793; C:GO:0098794; P:GO:0098880; C:GO:0098978; P:GO:0099175; C:GO:0099523; C:GO:0099524; C:GO:0099634; C:GO:0101031; F:GO:0140545; F:GO:0140597; P:GO:1902904; P:GO:1903206; P:GO:1904589; P:GO:1904592; F:GO:1904593; P:GO:1904764; C:GO:1904813; C:GO:1990124; P:GO:1990832; F:GO:1990833; P:GO:1990834; C:GO:1990836; C:GO:1990904","P:G1/S transition of mitotic cell cycle; F:nucleotide binding; C:Prp19 complex; F:G protein-coupled receptor binding; F:phosphatidylserine binding; P:kidney development; P:positive regulation of T cell mediated cytotoxicity; C:photoreceptor inner segment; F:RNA binding; F:signaling receptor binding; F:protein binding; F:ATP binding; C:extracellular region; C:extracellular space; C:nucleus; C:nucleoplasm; C:spliceosomal complex; C:nucleolus; C:cytoplasm; C:lysosome; C:lysosomal membrane; C:late endosome; C:autophagosome; C:cytosol; C:microtubule; C:intermediate filament; C:plasma membrane; C:focal adhesion; P:mRNA processing; P:protein folding; P:protein import into nucleus; P:response to unfolded protein; P:skeletal muscle tissue development; P:aging; P:sensory perception of smell; C:synaptic vesicle; P:axo-dendritic transport; P:RNA splicing; P:cellular response to starvation; P:response to heat; P:response to xenobiotic stimulus; C:cell surface; P:response to nickel cation; P:positive regulation of gene expression; P:negative regulation of cardiac muscle cell apoptotic process; C:postsynaptic density; P:response to activity; C:membrane; P:synaptic vesicle uncoating; P:vesicle-mediated transport; F:hydrolase activity; F:ATP hydrolysis activity; F:enzyme binding; P:cerebellum development; F:MHC class II protein complex binding; C:axon; C:dendrite; F:protein-macromolecule adaptor activity; P:forebrain development; F:heat shock protein binding; F:ubiquitin protein ligase binding; P:regulation of protein stability; F:A1 adenosine receptor binding; C:asymmetric synapse; P:response to estradiol; P:response to progesterone; P:protein-containing complex disassembly; C:protein-containing complex; P:cellular response to heat; P:cellular response to unfolded protein; C:secretory granule lumen; P:protein refolding; F:peptide binding; C:melanosome; P:response to starvation; C:neuron projection; C:neuronal cell body; P:positive regulation of catalytic activity; C:terminal bouton; C:dendritic spine; C:dendritic shaft; C:lysosomal lumen; C:perikaryon; P:regulation of protein-containing complex assembly; F:ADP binding; F:protein folding chaperone; C:neuron spine; P:protein transmembrane import into intracellular organelle; P:modulation by host of viral process; P:positive regulation by host of viral genome replication; P:estrous cycle; C:membrane raft; F:cadherin binding; P:response to ethanol; P:positive regulation of proteolysis; P:negative regulation of transcription, DNA-templated; P:ATP metabolic process; P:protein autophosphorylation; P:positive regulation of mRNA splicing, via spliceosome; C:perinuclear region of cytoplasm; P:positive regulation of phagocytosis; F:unfolded protein binding; P:chaperone cofactor-dependent protein refolding; F:chaperone binding; P:regulation of cell cycle; F:misfolded protein binding; F:C3HC4-type RING finger domain binding; P:membrane organization; P:chaperone-mediated protein folding; C:clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane; P:regulation of protein complex stability; P:chaperone-mediated autophagy; P:late endosomal microautophagy; P:protein targeting to lysosome involved in chaperone-mediated autophagy; C:extracellular exosome; P:cellular response to cadmium ion; P:cellular response to steroid hormone stimulus; P:clathrin coat disassembly; C:blood microparticle; P:positive regulation of lysosomal membrane permeability; C:lumenal side of lysosomal membrane; C:photoreceptor ribbon synapse; C:glycinergic synapse; C:presynapse; C:postsynapse; P:maintenance of postsynaptic specialization structure; C:glutamatergic synapse; P:regulation of postsynapse organization; C:presynaptic cytosol; C:postsynaptic cytosol; C:postsynaptic specialization membrane; C:chaperone complex; F:protein disaggregase activity; F:protein carrier chaperone; P:negative regulation of supramolecular fiber organization; P:negative regulation of hydrogen peroxide-induced cell death; P:regulation of protein import; P:positive regulation of protein refolding; F:prostaglandin binding; P:chaperone-mediated autophagy translocation complex disassembly; C:ficolin-1-rich granule lumen; C:messenger ribonucleoprotein complex; P:slow axonal transport; F:clathrin-uncoating ATPase activity; P:response to odorant; C:lysosomal matrix; C:ribonucleoprotein complex",NA,NA,"PR00301 (PRINTS); IPR029047 (G3DSA:2.60.34.GENE3D); G3DSA:3.90.640.10 (GENE3D); G3DSA:3.30.420.40 (GENE3D); IPR029048 (G3DSA:1.20.1270.GENE3D); G3DSA:3.30.420.40 (GENE3D); IPR013126 (PFAM); G3DSA:3.30.30.30 (GENE3D); mobidb-lite (MOBIDB_LITE); IPR018181 (PROSITE_PATTERNS); IPR018181 (PROSITE_PATTERNS); IPR018181 (PROSITE_PATTERNS); cd10233 (CDD); IPR043129 (SUPERFAMILY); IPR029048 (SUPERFAMILY); IPR043129 (SUPERFAMILY); IPR029047 (SUPERFAMILY)","no GO terms","no GO terms"
"5",26.1493452365198,-2.89149059031998,0.626845880206538,-4.61276157604684,3.97354009750237e-06,0.00064943673836703,"31_vs_34","Pocillopora_acuta_HIv1_PredGene_g3700.t1",183,1,"XP_027041138.1",2.4e-90,96.17,NA,"","","","",5,"HSP20_NIPBRHeat shock protein homolog OS=Nippostrongylus brasiliensis OX=27835 GN=HSP20 PE=2 SV=1",2.58e-16,56.22,NA,"","",NA,NA,"IPR001436 (PRINTS); IPR002068 (PFAM); IPR008978 (G3DSA:2.60.40.GENE3D); IPR002068 (PROSITE_PROFILES); cd06526 (CDD); IPR008978 (SUPERFAMILY)","no GO terms","no GO terms"
"6",22.9619226597202,1.12382775194392,0.345121967968729,3.25632053664503,0.00112866255426941,0.0256304371252479,"31_vs_34","Pocillopora_acuta_HIv1_PredGene_g13959.t1",463,1,"XP_027039997.1",4.3e-245,96.96,NA,"","","","",NA,"---NA---",NA,NA,NA,"","",NA,NA,"Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","no GO terms","no GO terms"
"7",423.221134927794,25.1134932735201,3.10130118320054,8.097727950306,5.59951155661733e-16,1.18289681633541e-12,"31_vs_34","Pocillopora_acuta_HIv1_PredGene_g31487.t1",172,1,"XP_022790246.1",1.2e-86,93.6,NA,"","","","",5,"FRIS_LYMSTSoma ferritin OS=Lymnaea stagnalis OX=6523 PE=2 SV=2",3.61e-88,80.4,7,"F:GO:0004322; C:GO:0005737; P:GO:0006826; P:GO:0006879; F:GO:0008199; F:GO:0016491; F:GO:0046872","F:ferroxidase activity; C:cytoplasm; P:iron ion transport; P:cellular iron ion homeostasis; F:ferric iron binding; F:oxidoreductase activity; F:metal ion binding",NA,NA,"IPR008331 (PFAM); IPR012347 (G3DSA:1.20.1260.GENE3D); IPR009040 (PROSITE_PROFILES); cd01056 (CDD); IPR009078 (SUPERFAMILY)","F:GO:0008199","F:ferric iron binding"
"8",20.0121102035502,2.23993221327895,0.727230320994655,3.08008638888342,0.00206940561336912,0.0371187394569332,"31_vs_34","Pocillopora_acuta_HIv1_PredGene_g26325.t2",4237,1,"XP_020614589.1",0,71.96,NA,"","","","",5,"RHSA_DICD3Probable deoxyribonuclease RhsA OS=Dickeya dadantii (strain 3937) OX=198628 GN=rhsA PE=1 SV=1",1.88e-29,40.15,12,"F:GO:0004518; F:GO:0004519; F:GO:0004549; C:GO:0005576; C:GO:0016020; C:GO:0016021; P:GO:0016078; F:GO:0016787; P:GO:0035821; P:GO:0090305; P:GO:0090501; F:GO:0090729","F:nuclease activity; F:endonuclease activity; F:tRNA-specific ribonuclease activity; C:extracellular region; C:membrane; C:integral component of membrane; P:tRNA catabolic process; F:hydrolase activity; P:modulation of process of another organism; P:nucleic acid phosphodiester bond hydrolysis; P:RNA phosphodiester bond hydrolysis; F:toxin activity",NA,NA,"IPR000742 (SMART); G3DSA:2.180.10.10 (GENE3D); IPR022385 (TIGRFAM); IPR006530 (TIGRFAM); G3DSA:2.10.25.150 (GENE3D); IPR011635 (PFAM); IPR000742 (PROSITE_PATTERNS); IPR000742 (PROSITE_PROFILES); IPR000742 (PROSITE_PROFILES); IPR000742 (PROSITE_PROFILES); cd00053 (CDD)","no GO terms","no GO terms"
"9",526.213055967871,-1.72825013154894,0.53077073002461,-3.25611423875767,0.0011294829684285,0.0256304371252479,"31_vs_34","Pocillopora_acuta_HIv1_PredGene_g8631.t1",297,1,"XP_027056316.1",1.3e-154,100,NA,"","","","",5,"CRT_CLOABShort-chain-enoyl-CoA hydratase OS=Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787) OX=272562 GN=crt PE=1 SV=1",4.3e-31,49.55,17,"F:GO:0003824; F:GO:0004300; F:GO:0004490; C:GO:0005737; C:GO:0005739; C:GO:0005829; P:GO:0006508; P:GO:0006629; P:GO:0006631; P:GO:0006635; F:GO:0008233; P:GO:0009083; F:GO:0016787; F:GO:0016829; P:GO:0019605; F:GO:0043956; F:GO:0120092","F:catalytic activity; F:enoyl-CoA hydratase activity; F:methylglutaconyl-CoA hydratase activity; C:cytoplasm; C:mitochondrion; C:cytosol; P:proteolysis; P:lipid metabolic process; P:fatty acid metabolic process; P:fatty acid beta-oxidation; F:peptidase activity; P:branched-chain amino acid catabolic process; F:hydrolase activity; F:lyase activity; P:butyrate metabolic process; F:3-hydroxypropionyl-CoA dehydratase activity; F:crotonyl-CoA hydratase activity",NA,NA,"IPR001753 (PFAM); G3DSA:3.90.226.10 (GENE3D); IPR018376 (PROSITE_PATTERNS); cd06558 (CDD); IPR029045 (SUPERFAMILY)","F:GO:0003824","F:catalytic activity"
"10",16.7988571910335,1.41933625301857,0.464972545764608,3.05251625272755,0.00226931441669598,0.0378135541520816,"31_vs_34","Pocillopora_acuta_HIv1_PredGene_g27273.t1",297,1,"PFX24170.1",3.1e-31,60.94,NA,"","","","",NA,"---NA---",NA,NA,NA,"","",NA,NA,"Coil (COILS); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE); mobidb-lite (MOBIDB_LITE)","no GO terms","no GO terms"
